ID_pago,ID_venta,Fecha_pago,Pago
"2,924.00",2924,22/12/18,"111,365.63"
"2,925.00",2925,15/12/18,"45,900.75"
"2,926.00",2926,7/12/2018,"145,706.13"
"2,927.00",2927,11/12/2018,"136,973.25"
"2,928.00",2928,25/12/18,"183,420.00"
"2,929.00",2929,10/12/2018,"154,962.50"
"2,930.00",2930,24/12/18,"80,411.25"
"2,931.00",2931,30/11/18,"230,948.75"
"2,932.00",2932,25/12/18,"88,418.75"
"2,933.00",2933,25/12/18,"44,203.50"
"2,934.00",2934,12/12/2018,"219,011.63"
"2,935.00",2935,14/12/18,"146,136.00"
"2,936.00",2936,25/12/18,"110,430.75"
"2,937.00",2937,29/11/18,"113,200.00"
"2,938.00",2938,29/12/18,"134,833.50"
"2,939.00",2939,8/12/2018,"159,277.25"
"2,940.00",2940,29/12/18,"98,747.00"
"2,941.00",2941,30/12/18,"309,277.50"
"2,942.00",2942,2/12/2018,"85,513.75"
"2,943.00",2943,5/12/2018,"274,800.38"
"2,944.00",2944,18/12/18,"141,303.00"
"2,945.00",2945,12/12/2018,"86,692.88"
"2,946.00",2946,4/12/2018,"165,410.00"
"2,947.00",2947,4/12/2018,"170,887.50"
"2,948.00",2948,19/12/18,"148,315.50"
"2,949.00",2949,29/12/18,"56,292.00"
"2,950.00",2950,17/12/18,"158,863.50"
"2,951.00",2951,18/12/18,"130,664.63"
"2,952.00",2952,19/12/18,"266,650.50"
"2,953.00",2953,1/1/2019,"191,011.00"
"2,954.00",2954,3/1/2019,"156,949.38"
"2,955.00",2955,15/12/18,"96,768.00"
"2,956.00",2956,15/12/18,"54,051.38"
"2,957.00",2957,20/12/18,"32,253.75"
"2,958.00",2958,23/12/18,"132,494.50"
"2,959.00",2959,9/12/2018,"111,041.88"
"2,960.00",2960,29/12/18,"71,955.00"
"2,961.00",2961,18/12/18,"271,327.75"
"2,962.00",2962,30/12/18,"212,018.63"
"2,963.00",2963,7/1/2019,"134,649.50"
"2,964.00",2964,13/12/18,"155,757.25"
"2,965.00",2965,31/12/18,"94,112.00"
"2,966.00",2966,15/12/18,"84,892.50"
"2,967.00",2967,5/1/2019,"38,141.00"
"2,968.00",2968,30/12/18,"136,867.50"
"2,969.00",2969,14/12/18,"87,894.88"
"2,970.00",2970,6/1/2019,"173,150.00"
"2,971.00",2971,26/12/18,"349,636.50"
"2,972.00",2972,16/12/18,"148,223.75"
"2,973.00",2973,7/1/2019,"161,989.25"
"2,974.00",2974,25/12/18,"194,975.00"
"2,975.00",2975,4/1/2019,"185,258.50"
"2,976.00",2976,22/12/18,"31,134.00"
"2,977.00",2977,15/12/18,"244,745.00"
"2,978.00",2978,26/12/18,"172,151.25"
"2,979.00",2979,12/1/2019,"143,393.00"
"2,980.00",2980,21/12/18,"244,650.00"
"2,981.00",2981,27/12/18,"177,632.00"
"2,982.00",2982,26/12/18,"42,399.00"
"2,983.00",2983,22/12/18,"83,788.75"
"2,984.00",2984,6/1/2019,"113,820.38"
"2,985.00",2985,5/1/2019,"175,900.00"
"2,986.00",2986,7/1/2019,"280,508.25"
"2,987.00",2987,7/1/2019,"176,085.00"
"2,988.00",2988,14/01/19,"186,582.00"
"2,989.00",2989,21/12/18,"134,958.75"
"2,990.00",2990,11/1/2019,"30,948.00"
"2,991.00",2991,29/12/18,"70,299.25"
"2,992.00",2992,8/1/2019,"97,030.63"
"2,993.00",2993,17/01/19,"104,450.00"
"2,994.00",2994,21/12/18,"224,365.88"
"2,995.00",2995,10/1/2019,"249,679.50"
"2,996.00",2996,2/1/2019,"230,523.75"
"2,997.00",2997,12/1/2019,"112,995.00"
"2,998.00",2998,3/1/2019,"98,717.25"
"2,999.00",2999,18/01/19,"175,453.88"
"3,000.00",3000,29/12/18,"139,078.88"
"3,001.00",3001,19/01/19,"249,180.75"
"3,002.00",3002,10/1/2019,"255,125.75"
"3,003.00",3003,4/1/2019,"88,720.00"
"3,004.00",3004,15/01/19,"260,796.00"
"3,005.00",3005,27/12/18,"81,420.00"
"3,006.00",3006,12/1/2019,"114,181.13"
"3,007.00",3007,12/1/2019,"334,125.00"
"3,008.00",3008,9/1/2019,"235,304.13"
"3,009.00",3009,17/01/19,"80,656.25"
"3,010.00",3010,3/1/2019,"218,890.50"
"3,011.00",3011,24/01/19,"205,828.00"
"3,012.00",3012,18/01/19,"161,980.00"
"3,013.00",3013,21/01/19,"155,645.63"
"3,014.00",3014,4/1/2019,"163,670.63"
"3,015.00",3015,10/1/2019,"41,664.00"
"3,016.00",3016,13/01/19,"83,440.00"
"3,017.00",3017,25/01/19,"132,561.00"
"3,018.00",3018,15/01/19,"60,478.50"
"3,019.00",3019,3/1/2019,"59,784.00"
"3,020.00",3020,15/01/19,"174,908.00"
"3,021.00",3021,9/1/2019,"165,145.13"
"3,022.00",3022,13/01/19,"113,353.75"
"3,023.00",3023,25/01/19,"74,003.75"
"3,024.00",3024,26/01/19,"215,635.88"
"3,025.00",3025,9/1/2019,"332,848.00"
"3,026.00",3026,10/1/2019,"102,718.50"
"3,027.00",3027,17/01/19,"166,937.38"
"3,028.00",3028,31/01/19,"299,827.13"
"3,029.00",3029,30/01/19,"60,802.00"
"3,030.00",3030,26/01/19,"53,716.25"
"3,031.00",3031,1/2/2019,"113,043.00"
"3,032.00",3032,28/01/19,"80,400.00"
"3,033.00",3033,21/01/19,"71,459.50"
"3,034.00",3034,24/01/19,"110,745.00"
"3,035.00",3035,2/2/2019,"190,014.88"
"3,036.00",3036,25/01/19,"236,879.50"
"3,037.00",3037,24/01/19,"127,767.50"
"3,038.00",3038,14/01/19,"107,829.25"
"3,039.00",3039,28/01/19,"144,623.75"
"3,040.00",3040,25/01/19,"138,516.00"
"3,041.00",3041,5/2/2019,"89,156.25"
"3,042.00",3042,26/01/19,"76,352.00"
"3,043.00",3043,20/01/19,"88,699.50"
"3,044.00",3044,31/01/19,"204,426.63"
"3,045.00",3045,19/01/19,"162,032.25"
"3,046.00",3046,31/01/19,"134,732.25"
"3,047.00",3047,21/01/19,"235,004.00"
"3,048.00",3048,11/1/2019,"241,760.00"
"3,049.00",3049,3/2/2019,"33,715.50"
"3,050.00",3050,13/01/19,"55,062.50"
"3,051.00",3051,10/1/2019,"171,166.63"
"3,052.00",3052,5/2/2019,"245,684.00"
"3,053.00",3053,22/01/19,"178,186.00"
"3,054.00",3054,28/01/19,"112,100.00"
"3,055.00",3055,18/01/19,"275,544.00"
"3,056.00",3056,5/2/2019,"63,962.50"
"3,057.00",3057,22/01/19,"197,334.38"
"3,058.00",3058,5/2/2019,"91,306.50"
"3,059.00",3059,9/2/2019,"349,631.25"
"3,060.00",3060,24/01/19,"303,413.88"
"3,061.00",3061,4/2/2019,"116,536.50"
"3,062.00",3062,7/2/2019,"46,655.00"
"3,063.00",3063,13/01/19,"67,228.13"
"3,064.00",3064,19/01/19,"95,190.00"
"3,065.00",3065,26/01/19,"185,753.75"
"3,066.00",3066,7/2/2019,"121,030.38"
"3,067.00",3067,5/2/2019,"232,000.00"
"3,068.00",3068,29/01/19,"101,797.50"
"3,069.00",3069,20/01/19,"153,835.50"
"3,070.00",3070,21/01/19,"232,216.88"
"3,071.00",3071,29/01/19,"170,033.50"
"3,072.00",3072,12/2/2019,"286,427.63"
"3,073.00",3073,29/01/19,"199,833.00"
"3,074.00",3074,31/01/19,"110,746.13"
"3,075.00",3075,28/01/19,"60,655.00"
"3,076.00",3076,16/02/19,"267,921.00"
"3,077.00",3077,1/2/2019,"196,328.00"
"3,078.00",3078,29/01/19,"189,736.13"
"3,079.00",3079,8/2/2019,"130,989.63"
"3,080.00",3080,27/01/19,"49,217.00"
"3,081.00",3081,4/2/2019,"186,490.00"
"3,082.00",3082,22/01/19,"177,516.50"
"3,083.00",3083,25/01/19,"188,993.00"
"3,084.00",3084,5/2/2019,"71,137.25"
"3,085.00",3085,27/01/19,"98,010.00"
"3,086.00",3086,3/2/2019,"82,158.75"
"3,087.00",3087,31/01/19,"33,541.50"
"3,088.00",3088,25/01/19,"209,686.50"
"3,089.00",3089,14/02/19,"186,775.50"
"3,090.00",3090,29/01/19,"290,165.63"
"3,091.00",3091,11/2/2019,"237,042.50"
"3,092.00",3092,7/2/2019,"223,610.63"
"3,093.00",3093,31/01/19,"194,292.00"
"3,094.00",3094,6/2/2019,"135,809.75"
"3,095.00",3095,28/01/19,"37,762.50"
"3,096.00",3096,31/01/19,"273,640.25"
"3,097.00",3097,30/01/19,"126,866.00"
"3,098.00",3098,16/02/19,"47,656.75"
"3,099.00",3099,13/02/19,"320,383.00"
"3,100.00",3100,31/01/19,"180,636.25"
"3,101.00",3101,19/02/19,"268,597.88"
"3,102.00",3102,8/2/2019,"161,964.00"
"3,103.00",3103,14/02/19,"115,228.38"
"3,104.00",3104,14/02/19,"114,492.00"
"3,105.00",3105,20/02/19,"82,476.00"
"3,106.00",3106,21/02/19,"204,587.50"
"3,107.00",3107,7/2/2019,"124,722.00"
"3,108.00",3108,3/2/2019,"133,249.38"
"3,109.00",3109,17/02/19,"74,950.50"
"3,110.00",3110,1/2/2019,"37,668.25"
"3,111.00",3111,7/2/2019,"107,584.50"
"3,112.00",3112,8/2/2019,"85,544.50"
"3,113.00",3113,19/02/19,"125,706.00"
"3,114.00",3114,14/02/19,"130,685.75"
"3,115.00",3115,9/2/2019,"191,113.25"
"3,116.00",3116,16/02/19,"35,642.00"
"3,117.00",3117,17/02/19,"178,880.00"
"3,118.00",3118,20/02/19,"306,135.25"
"3,119.00",3119,6/2/2019,"119,116.13"
"3,120.00",3120,6/2/2019,"218,302.50"
"3,121.00",3121,10/2/2019,"332,259.50"
"3,122.00",3122,14/02/19,"62,002.50"
"3,123.00",3123,8/2/2019,"23,126.25"
"3,124.00",3124,26/02/19,"269,262.00"
"3,125.00",3125,6/3/2019,"86,007.25"
"3,126.00",3126,19/02/19,"362,785.50"
"3,127.00",3127,7/3/2019,"65,475.25"
"3,128.00",3128,24/02/19,"227,180.25"
"3,129.00",3129,21/02/19,"131,333.00"
"3,130.00",3130,4/3/2019,"55,420.25"
"3,131.00",3131,13/02/19,"104,989.13"
"3,132.00",3132,7/3/2019,"65,238.75"
"3,133.00",3133,20/02/19,"64,877.88"
"3,134.00",3134,28/02/19,"183,592.50"
"3,135.00",3135,21/02/19,"131,089.25"
"3,136.00",3136,24/02/19,"52,203.25"
"3,137.00",3137,2/3/2019,"33,561.00"
"3,138.00",3138,1/3/2019,"138,575.50"
"3,139.00",3139,7/3/2019,"294,655.00"
"3,140.00",3140,21/02/19,"156,009.00"
"3,141.00",3141,4/3/2019,"213,554.25"
"3,142.00",3142,15/03/19,"100,299.13"
"3,143.00",3143,21/02/19,"122,397.88"
"3,144.00",3144,16/03/19,"247,356.00"
"3,145.00",3145,17/02/19,"223,733.25"
"3,146.00",3146,16/03/19,"196,076.25"
"3,147.00",3147,4/3/2019,"165,716.25"
"3,148.00",3148,5/3/2019,"231,971.25"
"3,149.00",3149,17/02/19,"40,581.00"
"3,150.00",3150,25/02/19,"144,861.75"
"3,151.00",3151,21/02/19,"36,662.88"
"3,152.00",3152,28/02/19,"32,596.88"
"3,153.00",3153,10/3/2019,"130,079.38"
"3,154.00",3154,25/02/19,"190,939.50"
"3,155.00",3155,2/3/2019,"73,848.13"
"3,156.00",3156,6/3/2019,"107,339.25"
"3,157.00",3157,21/03/19,"54,458.75"
"3,158.00",3158,14/03/19,"140,909.25"
"3,159.00",3159,20/03/19,"38,243.13"
"3,160.00",3160,2/3/2019,"124,087.25"
"3,161.00",3161,22/03/19,"81,011.50"
"3,162.00",3162,16/03/19,"273,332.25"
"3,163.00",3163,16/03/19,"121,650.75"
"3,164.00",3164,3/3/2019,"146,880.00"
"3,165.00",3165,25/02/19,"179,224.50"
"3,166.00",3166,4/3/2019,"43,587.00"
"3,167.00",3167,11/3/2019,"92,337.50"
"3,168.00",3168,16/03/19,"171,871.88"
"3,169.00",3169,1/3/2019,"258,262.50"
"3,170.00",3170,16/03/19,"197,106.00"
"3,171.00",3171,20/03/19,"85,573.50"
"3,172.00",3172,17/03/19,"184,821.63"
"3,173.00",3173,15/03/19,"174,479.63"
"3,174.00",3174,8/3/2019,"65,048.00"
"3,175.00",3175,11/3/2019,"222,601.50"
"3,176.00",3176,23/03/19,"103,219.88"
"3,177.00",3177,1/3/2019,"100,176.00"
"3,178.00",3178,24/03/19,"128,509.25"
"3,179.00",3179,16/03/19,"113,116.88"
"3,180.00",3180,6/3/2019,"201,883.50"
"3,181.00",3181,10/3/2019,"119,681.63"
"3,182.00",3182,19/03/19,"198,471.00"
"3,183.00",3183,17/03/19,"75,784.88"
"3,184.00",3184,1/3/2019,"279,200.25"
"3,185.00",3185,24/03/19,"239,203.00"
"3,186.00",3186,15/03/19,"197,960.75"
"3,187.00",3187,23/03/19,"177,502.50"
"3,188.00",3188,27/03/19,"38,886.25"
"3,189.00",3189,9/3/2019,"91,503.50"
"3,190.00",3190,20/03/19,"165,501.00"
"3,191.00",3191,6/3/2019,"132,163.75"
"3,192.00",3192,3/3/2019,"304,955.00"
"3,193.00",3193,29/03/19,"252,390.00"
"3,194.00",3194,28/03/19,"49,700.75"
"3,195.00",3195,21/03/19,"138,634.38"
"3,196.00",3196,26/03/19,"259,454.00"
"3,197.00",3197,8/3/2019,"282,838.50"
"3,198.00",3198,8/3/2019,"210,542.50"
"3,199.00",3199,15/03/19,"232,402.50"
"3,200.00",3200,21/03/19,"22,649.00"
"3,201.00",3201,14/03/19,"106,182.75"
"3,202.00",3202,26/03/19,"170,120.75"
"3,203.00",3203,14/03/19,"211,845.38"
"3,204.00",3204,13/03/19,"43,859.00"
"3,205.00",3205,9/3/2019,"108,854.63"
"3,206.00",3206,5/4/2019,"202,848.75"
"3,207.00",3207,19/03/19,"149,434.25"
"3,208.00",3208,20/03/19,"135,407.63"
"3,209.00",3209,1/4/2019,"114,840.25"
"3,210.00",3210,2/4/2019,"124,746.00"
"3,211.00",3211,11/3/2019,"75,163.25"
"3,212.00",3212,30/03/19,"53,146.63"
"3,213.00",3213,9/4/2019,"62,983.88"
"3,214.00",3214,21/03/19,"200,948.50"
"3,215.00",3215,13/03/19,"65,364.00"
"3,216.00",3216,25/03/19,"39,918.38"
"3,217.00",3217,4/4/2019,"127,532.13"
"3,218.00",3218,29/03/19,"101,614.13"
"3,219.00",3219,16/03/19,"113,240.00"
"3,220.00",3220,16/03/19,"113,191.50"
"3,221.00",3221,26/03/19,"141,855.00"
"3,222.00",3222,29/03/19,"129,254.25"
"3,223.00",3223,9/4/2019,"118,632.50"
"3,224.00",3224,7/4/2019,"155,328.00"
"3,225.00",3225,24/03/19,"182,060.88"
"3,226.00",3226,17/03/19,"141,048.75"
"3,227.00",3227,16/03/19,"90,072.00"
"3,228.00",3228,19/03/19,"40,677.50"
"3,229.00",3229,18/03/19,"149,292.75"
"3,230.00",3230,16/03/19,"59,598.00"
"3,231.00",3231,6/4/2019,"65,084.00"
"3,232.00",3232,26/03/19,"38,252.50"
"3,233.00",3233,5/4/2019,"89,210.00"
"3,234.00",3234,9/4/2019,"95,497.88"
"3,235.00",3235,27/03/19,"43,472.00"
"3,236.00",3236,29/03/19,"345,655.00"
"3,237.00",3237,1/4/2019,"58,764.75"
"3,238.00",3238,1/4/2019,"90,783.00"
"3,239.00",3239,31/03/19,"132,089.25"
"3,240.00",3240,12/4/2019,"96,849.00"
"3,241.00",3241,22/03/19,"69,376.63"
"3,242.00",3242,6/4/2019,"73,365.00"
"3,243.00",3243,12/4/2019,"137,058.75"
"3,244.00",3244,1/4/2019,"170,586.25"
"3,245.00",3245,25/03/19,"225,091.13"
"3,246.00",3246,25/03/19,"129,456.00"
"3,247.00",3247,5/4/2019,"117,538.75"
"3,248.00",3248,19/04/19,"162,253.13"
"3,249.00",3249,31/03/19,"24,036.25"
"3,250.00",3250,3/4/2019,"150,351.38"
"3,251.00",3251,10/4/2019,"45,847.50"
"3,252.00",3252,28/03/19,"245,826.88"
"3,253.00",3253,26/03/19,"173,634.00"
"3,254.00",3254,29/03/19,"61,886.63"
"3,255.00",3255,29/03/19,"149,340.75"
"3,256.00",3256,14/04/19,"251,370.00"
"3,257.00",3257,17/04/19,"114,032.00"
"3,258.00",3258,9/4/2019,"97,233.50"
"3,259.00",3259,14/04/19,"139,343.25"
"3,260.00",3260,4/4/2019,"128,584.50"
"3,261.00",3261,27/03/19,"209,349.25"
"3,262.00",3262,27/03/19,"201,112.88"
"3,263.00",3263,24/04/19,"203,821.13"
"3,264.00",3264,1/4/2019,"184,494.00"
"3,265.00",3265,11/4/2019,"49,132.13"
"3,266.00",3266,28/03/19,"240,741.88"
"3,267.00",3267,15/04/19,"210,293.25"
"3,268.00",3268,5/4/2019,"363,562.50"
"3,269.00",3269,27/04/19,"147,326.25"
"3,270.00",3270,1/4/2019,"77,863.63"
"3,271.00",3271,2/4/2019,"132,104.88"
"3,272.00",3272,2/4/2019,"207,045.50"
"3,273.00",3273,12/4/2019,"92,484.00"
"3,274.00",3274,15/04/19,"112,276.13"
"3,275.00",3275,7/4/2019,"52,195.50"
"3,276.00",3276,2/4/2019,"73,875.50"
"3,277.00",3277,19/04/19,"225,269.50"
"3,278.00",3278,1/5/2019,"90,684.25"
"3,279.00",3279,16/04/19,"105,705.00"
"3,280.00",3280,23/04/19,"95,192.00"
"3,281.00",3281,4/4/2019,"292,042.50"
"3,282.00",3282,4/4/2019,"162,112.50"
"3,283.00",3283,21/04/19,"298,041.75"
"3,284.00",3284,22/04/19,"189,661.50"
"3,285.00",3285,24/04/19,"78,882.13"
"3,286.00",3286,18/04/19,"311,323.38"
"3,287.00",3287,7/4/2019,"55,432.50"
"3,288.00",3288,19/04/19,"258,169.63"
"3,289.00",3289,21/04/19,"364,302.00"
"3,290.00",3290,11/4/2019,"143,375.00"
"3,291.00",3291,3/5/2019,"195,979.25"
"3,292.00",3292,5/5/2019,"98,425.00"
"3,293.00",3293,8/4/2019,"128,519.88"
"3,294.00",3294,19/04/19,"102,272.00"
"3,295.00",3295,13/04/19,"136,022.63"
"3,296.00",3296,10/4/2019,"51,853.63"
"3,297.00",3297,20/04/19,"187,141.50"
"3,298.00",3298,14/04/19,"336,179.25"
"3,299.00",3299,8/5/2019,"153,106.25"
"3,300.00",3300,4/5/2019,"110,233.50"
"3,301.00",3301,2/5/2019,"56,008.13"
"3,302.00",3302,7/5/2019,"272,390.63"
"3,303.00",3303,25/04/19,"114,528.63"
"3,304.00",3304,9/5/2019,"158,800.00"
"3,305.00",3305,15/04/19,"128,313.50"
"3,306.00",3306,24/04/19,"220,000.00"
"3,307.00",3307,11/5/2019,"191,634.63"
"3,308.00",3308,16/04/19,"147,504.50"
"3,309.00",3309,12/5/2019,"95,077.50"
"3,310.00",3310,15/04/19,"103,178.75"
"3,311.00",3311,19/04/19,"103,853.75"
"3,312.00",3312,11/5/2019,"266,197.00"
"3,313.00",3313,8/5/2019,"162,222.50"
"3,314.00",3314,20/04/19,"226,064.00"
"3,315.00",3315,1/5/2019,"173,361.50"
"3,316.00",3316,27/04/19,"132,987.75"
"3,317.00",3317,2/5/2019,"225,511.00"
"3,318.00",3318,22/04/19,"49,281.25"
"3,319.00",3319,16/05/19,"67,502.25"
"3,320.00",3320,5/5/2019,"36,646.50"
"3,321.00",3321,22/04/19,"75,876.75"
"3,322.00",3322,8/5/2019,"22,506.00"
"3,323.00",3323,27/04/19,"335,779.50"
"3,324.00",3324,18/05/19,"100,929.00"
"3,325.00",3325,22/04/19,"57,928.00"
"3,326.00",3326,20/05/19,"259,777.00"
"3,327.00",3327,12/5/2019,"124,875.63"
"3,328.00",3328,29/04/19,"44,391.88"
"3,329.00",3329,11/5/2019,"314,688.00"
"3,330.00",3330,8/5/2019,"76,571.00"
"3,331.00",3331,13/05/19,"105,723.75"
"3,332.00",3332,25/05/19,"128,915.00"
"3,333.00",3333,19/05/19,"181,330.50"
"3,334.00",3334,12/5/2019,"56,760.00"
"3,335.00",3335,25/05/19,"92,586.00"
"3,336.00",3336,26/05/19,"49,676.00"
"3,337.00",3337,14/05/19,"267,589.00"
"3,338.00",1,18/02/16,"266,737.88"
"3,339.00",2,5/2/2016,"243,178.00"
"3,340.00",3,8/2/2016,"89,052.00"
"3,341.00",4,1/2/2016,"226,931.25"
"3,342.00",5,12/2/2016,"142,253.00"
"3,343.00",6,12/2/2016,"119,144.50"
"3,344.00",7,20/02/16,"50,835.75"
"3,345.00",8,21/02/16,"269,809.38"
"3,346.00",9,16/02/16,"128,047.50"
"3,347.00",10,29/02/16,"255,346.00"
"3,348.00",11,24/02/16,"78,383.50"
"3,349.00",12,1/2/2016,"124,916.00"
"3,350.00",13,24/02/16,"367,162.50"
"3,351.00",14,3/2/2016,"83,087.50"
"3,352.00",15,22/02/16,"102,542.00"
"3,353.00",16,18/02/16,"117,245.00"
"3,354.00",17,6/2/2016,"44,855.75"
"3,355.00",18,20/02/16,"209,950.63"
"3,356.00",19,15/02/16,"59,076.88"
"3,357.00",20,3/3/2016,"146,187.00"
"3,358.00",21,13/02/16,"252,624.00"
"3,359.00",22,19/02/16,"90,944.00"
"3,360.00",23,17/02/16,"179,866.13"
"3,361.00",24,14/02/16,"53,423.75"
"3,362.00",25,28/02/16,"146,335.50"
"3,363.00",26,3/3/2016,"68,722.50"
"3,364.00",27,29/02/16,"82,416.25"
"3,365.00",28,1/3/2016,"207,570.00"
"3,366.00",29,2/3/2016,"94,196.38"
"3,367.00",30,12/2/2016,"117,384.00"
"3,368.00",31,2/3/2016,"175,671.75"
"3,369.00",32,9/3/2016,"78,418.50"
"3,370.00",33,29/02/16,"188,013.75"
"3,371.00",34,7/3/2016,"310,399.63"
"3,372.00",35,29/02/16,"224,971.38"
"3,373.00",36,26/02/16,"131,792.50"
"3,374.00",37,24/02/16,"145,071.50"
"3,375.00",38,14/03/16,"186,600.00"
"3,376.00",39,8/3/2016,"144,372.50"
"3,377.00",40,20/02/16,"132,223.00"
"3,378.00",41,29/02/16,"177,732.50"
"3,379.00",42,21/02/16,"178,374.00"
"3,380.00",43,15/03/16,"72,464.50"
"3,381.00",44,14/03/16,"192,132.75"
"3,382.00",45,24/02/16,"356,382.25"
"3,383.00",46,7/3/2016,"161,756.00"
"3,384.00",47,21/02/16,"31,177.25"
"3,385.00",48,20/02/16,"182,186.00"
"3,386.00",49,24/02/16,"40,210.00"
"3,387.00",50,14/03/16,"119,703.13"
"3,388.00",51,22/02/16,"71,077.50"
"3,389.00",52,12/3/2016,"200,695.50"
"3,390.00",53,7/3/2016,"179,843.50"
"3,391.00",54,4/3/2016,"85,874.50"
"3,392.00",55,12/3/2016,"122,904.25"
"3,393.00",56,12/3/2016,"29,902.50"
"3,394.00",57,11/3/2016,"64,091.25"
"3,395.00",58,28/02/16,"285,953.25"
"3,396.00",59,1/3/2016,"171,727.00"
"3,397.00",60,15/03/16,"240,030.00"
"3,398.00",61,3/3/2016,"142,605.00"
"3,399.00",62,20/03/16,"142,867.25"
"3,400.00",63,4/3/2016,"92,268.00"
"3,401.00",64,6/3/2016,"63,626.25"
"3,402.00",65,29/02/16,"179,604.00"
"3,403.00",66,18/03/16,"264,928.00"
"3,404.00",67,11/3/2016,"118,615.88"
"3,405.00",68,29/02/16,"47,124.00"
"3,406.00",69,24/02/16,"276,551.00"
"3,407.00",70,6/3/2016,"205,961.88"
"3,408.00",71,9/3/2016,"242,490.63"
"3,409.00",72,24/03/16,"184,869.00"
"3,410.00",73,17/03/16,"40,005.50"
"3,411.00",74,26/03/16,"137,256.88"
"3,412.00",75,26/03/16,"23,482.75"
"3,413.00",76,27/02/16,"219,638.25"
"3,414.00",77,10/3/2016,"138,124.00"
"3,415.00",78,1/3/2016,"56,060.63"
"3,416.00",79,9/3/2016,"315,060.50"
"3,417.00",80,3/3/2016,"167,388.38"
"3,418.00",81,5/3/2016,"226,530.50"
"3,419.00",82,27/03/16,"133,716.38"
"3,420.00",83,5/3/2016,"58,884.00"
"3,421.00",84,11/3/2016,"58,867.50"
"3,422.00",85,13/03/16,"115,665.25"
"3,423.00",86,28/03/16,"267,712.50"
"3,424.00",87,15/03/16,"97,359.38"
"3,425.00",88,4/3/2016,"52,649.50"
"3,426.00",89,13/03/16,"27,464.50"
"3,427.00",90,1/4/2016,"335,727.00"
"3,428.00",91,29/03/16,"90,451.13"
"3,429.00",92,27/03/16,"48,504.00"
"3,430.00",93,5/3/2016,"115,252.50"
"3,431.00",94,23/03/16,"120,669.75"
"3,432.00",95,15/03/16,"82,977.00"
"3,433.00",96,3/4/2016,"91,116.38"
"3,434.00",97,17/03/16,"78,192.00"
"3,435.00",98,24/03/16,"183,472.75"
"3,436.00",99,28/03/16,"258,404.50"
"3,437.00",100,30/03/16,"66,421.88"
"3,438.00",101,21/03/16,"88,836.75"
"3,439.00",102,25/03/16,"54,804.38"
"3,440.00",103,5/4/2016,"148,511.25"
"3,441.00",104,11/3/2016,"87,425.00"
"3,442.00",105,5/4/2016,"231,812.00"
"3,443.00",106,13/03/16,"263,212.50"
"3,444.00",107,12/3/2016,"223,914.75"
"3,445.00",108,9/4/2016,"222,787.13"
"3,446.00",109,3/4/2016,"191,025.00"
"3,447.00",110,30/03/16,"198,455.25"
"3,448.00",111,9/4/2016,"119,333.25"
"3,449.00",112,25/03/16,"133,100.00"
"3,450.00",113,12/3/2016,"110,905.13"
"3,451.00",114,22/03/16,"100,849.88"
"3,452.00",115,8/4/2016,"54,843.75"
"3,453.00",116,21/03/16,"121,707.38"
"3,454.00",117,10/4/2016,"215,501.00"
"3,455.00",118,5/4/2016,"255,909.50"
"3,456.00",119,5/4/2016,"38,498.63"
"3,457.00",120,17/03/16,"121,734.75"
"3,458.00",121,6/4/2016,"86,108.00"
"3,459.00",122,1/4/2016,"173,238.75"
"3,460.00",123,27/03/16,"182,669.50"
"3,461.00",124,21/03/16,"115,778.50"
"3,462.00",125,11/4/2016,"133,399.00"
"3,463.00",126,24/03/16,"171,641.50"
"3,464.00",127,8/4/2016,"135,889.88"
"3,465.00",128,31/03/16,"153,773.75"
"3,466.00",129,17/04/16,"170,490.75"
"3,467.00",130,27/03/16,"173,637.00"
"3,468.00",131,4/4/2016,"59,668.13"
"3,469.00",132,31/03/16,"158,578.75"
"3,470.00",133,31/03/16,"48,995.50"
"3,471.00",134,8/4/2016,"220,653.13"
"3,472.00",135,28/03/16,"28,681.88"
"3,473.00",136,31/03/16,"78,054.38"
"3,474.00",137,10/4/2016,"85,769.25"
"3,475.00",138,12/4/2016,"84,810.00"
"3,476.00",139,19/04/16,"66,740.63"
"3,477.00",140,15/04/16,"134,504.25"
"3,478.00",141,29/03/16,"56,934.63"
"3,479.00",142,26/03/16,"141,019.50"
"3,480.00",143,29/03/16,"163,815.00"
"3,481.00",144,11/4/2016,"97,858.75"
"3,482.00",145,11/4/2016,"39,443.75"
"3,483.00",146,6/4/2016,"253,621.25"
"3,484.00",147,5/4/2016,"91,798.50"
"3,485.00",148,2/4/2016,"97,405.13"
"3,486.00",149,8/4/2016,"186,563.25"
"3,487.00",150,17/04/16,"225,064.50"
"3,488.00",151,27/04/16,"157,488.00"
"3,489.00",152,18/04/16,"132,956.00"
"3,490.00",153,10/4/2016,"54,332.00"
"3,491.00",154,27/04/16,"63,615.50"
"3,492.00",155,17/04/16,"175,449.38"
"3,493.00",156,22/04/16,"195,179.00"
"3,494.00",157,23/04/16,"236,491.50"
"3,495.00",158,13/04/16,"91,462.50"
"3,496.00",159,22/04/16,"70,397.25"
"3,497.00",160,28/04/16,"109,403.50"
"3,498.00",161,10/4/2016,"163,185.00"
"3,499.00",162,23/04/16,"170,209.38"
"3,500.00",163,29/04/16,"145,136.25"
"3,501.00",164,21/04/16,"174,460.13"
"3,502.00",165,12/4/2016,"125,138.00"
